"flightNumber","period","month","day","airline","departureAirport","arrivalAirport","typeOfFlight","departureWeahter","arrivalWeather","arrivalStatus"
"LO156","summer","September","Wednesday","LOT","TLV","WAW","Long Flight","19.35","30.72","Delayed"
"FR2826","summer","September","Wednesday","RYR","TLV","SOF","Long Flight","21.83","30.72","Delayed"
"IZ161","summer","September","Wednesday","AIZ","TLV","LCA","Long Flight","30.72","31.94","severely Delayed"
"TK7669","summer","September","Wednesday","THY","TLV","AYT","Long Flight","31.72","30.72","Delayed"
"PC798","summer","September","Wednesday","PGT","TLV","DLM","Long Flight","30.72","31.92","on time"
"FR4104","summer","September","Wednesday","RYR","TLV","PFO","Long Flight","30.72","29.88","Delayed"
"FR5901","summer","September","Wednesday","RYR","TLV","TRN","Long Flight","21.86","30.72","on time"
"LY5","summer","September","Wednesday","ELY","TLV","LAX","Long Flight","23.99","30.72","on time"
"LY17","summer","September","Wednesday","ELY","TLV","MIA","Long Flight","26.55","30.72","on time"
"UA85","summer","September","Wednesday","UAL","TLV","EWR","Long Flight","30.72","18.83","on time"
"UA955","summer","September","Wednesday","UAL","TLV","SFO","Long Flight","18.66","30.72","on time"
"OS857","summer","September","Wednesday","AUA","VIE","TLV","Long Flight","24.12","30.72","on time"
"LY394","summer","September","Wednesday","ELY","BCN","TLV","Long Flight","27.82","30.72","on time"
"LY2372","summer","September","Wednesday","ELY","BER","TLV","Long Flight","23.16","30.72","on time"
"LY2366","summer","September","Wednesday","ELY","BUD","TLV","Long Flight","26.64","30.72","on time"
"LY26","summer","September","Wednesday","ELY","EWR","TLV","Long Flight","30.72","18.83","on time"
"FZ1550","summer","September","Wednesday","FDB","TLV","DXB","Long Flight","40.00","30.72","on time"
"W62326","summer","September","Wednesday","WZZ","TLV","BUD","Long Flight","26.64","30.72","Delayed"
"LH695","summer","September","Wednesday","DLH","TLV","FRA","Long Flight","24.40","30.72","Delayed"
"W65456","summer","September","Wednesday","WZZ","TLV","VCE","Long Flight","30.72","24.87","Delayed"
"LY25","summer","September","Wednesday","ELY","TLV","EWR","Long Flight","30.72","18.83","on time"
"LY543","summer","September","Wednesday","ELY","TLV","ATH","Long Flight","26.77","30.72","Delayed"
"W61560","summer","September","Wednesday","WZZ","TLV","WAW","Long Flight","19.35","30.72","severely Delayed"
"LO156","summer","September","Wednesday","LOT","TLV","WAW","Long Flight","19.35","30.72","Delayed"
"FR2826","summer","September","Wednesday","RYR","TLV","SOF","Long Flight","21.83","30.72","Delayed"
"IZ161","summer","September","Wednesday","AIZ","TLV","LCA","Long Flight","30.72","31.94","severely Delayed"
"TK7669","summer","September","Wednesday","THY","TLV","AYT","Long Flight","31.72","30.72","Delayed"
"PC798","summer","September","Wednesday","PGT","TLV","DLM","Long Flight","30.72","31.92","on time"
"FR4104","summer","September","Wednesday","RYR","TLV","PFO","Long Flight","30.72","29.88","Delayed"
"FR5901","summer","September","Wednesday","RYR","TLV","TRN","Long Flight","21.86","30.72","on time"
"LY5","summer","September","Wednesday","ELY","TLV","LAX","Long Flight","23.99","30.72","on time"
"LY17","summer","September","Wednesday","ELY","TLV","MIA","Long Flight","26.55","30.72","on time"
"UA85","summer","September","Wednesday","UAL","TLV","EWR","Long Flight","30.72","18.83","on time"
"UA955","summer","September","Wednesday","UAL","TLV","SFO","Long Flight","18.66","30.72","on time"
"OS857","summer","September","Wednesday","AUA","VIE","TLV","Long Flight","24.12","30.72","on time"
"LY394","summer","September","Wednesday","ELY","BCN","TLV","Long Flight","27.85","30.72","on time"
"LY2372","summer","September","Wednesday","ELY","BER","TLV","Long Flight","23.16","30.72","on time"
"LY2366","summer","September","Wednesday","ELY","BUD","TLV","Long Flight","26.64","30.72","on time"
"LY26","summer","September","Wednesday","ELY","EWR","TLV","Long Flight","30.72","18.83","on time"
"LH686","summer","September","Wednesday","DLH","FRA","TLV","Long Flight","24.40","30.72","on time"
"LH680","summer","September","Wednesday","DLH","MUC","TLV","Long Flight","24.21","30.72","Delayed"
"SN3289","summer","September","Wednesday","BEL","BRU","TLV","Long Flight","22.17","30.72","on time"
"W64547","summer","September","Wednesday","WZZ","VAR","TLV","Long Flight","30.72","24.02","on time"
"LX252","summer","September","Wednesday","SWR","ZRH","TLV","Long Flight","30.72","23.47","Delayed"
"TK794","summer","September","Wednesday","THY","IST","TLV","Long Flight","24.73","30.72","on time"
"BZ753","summer","September","Wednesday","BBG","HER","TLV","Long Flight","30.72","23.29","on time"
"LY396","summer","September","Wednesday","ELY","MAD","TLV","Long Flight","21.51","30.72","on time"
"UA90","summer","September","Wednesday","UAL","EWR","TLV","Long Flight","30.72","18.83","on time"
"LY543","summer","September","Wednesday","ELY","TLV","ATH","Long Flight","26.86","30.72","Delayed"
"LY25","summer","September","Wednesday","ELY","TLV","EWR","Long Flight","30.72","18.83","on time"
"FZ1550","summer","September","Wednesday","FDB","TLV","DXB","Long Flight","40.00","30.72","on time"
"W62326","summer","September","Wednesday","WZZ","TLV","BUD","Long Flight","26.64","30.72","Delayed"
"W61560","summer","September","Wednesday","WZZ","TLV","WAW","Long Flight","19.35","30.72","severely Delayed"
"LO156","summer","September","Wednesday","LOT","TLV","WAW","Long Flight","19.35","30.72","Delayed"
"LH695","summer","September","Wednesday","DLH","TLV","FRA","Long Flight","24.40","30.72","Delayed"
"W65456","summer","September","Wednesday","WZZ","TLV","VCE","Long Flight","30.72","24.87","Delayed"
"FR2826","summer","September","Wednesday","RYR","TLV","SOF","Long Flight","21.83","30.72","Delayed"
"IZ161","summer","September","Wednesday","AIZ","TLV","LCA","Long Flight","30.72","31.94","severely Delayed"
"PC798","summer","September","Wednesday","PGT","TLV","DLM","Long Flight","30.72","31.92","on time"
"FR5901","summer","September","Wednesday","RYR","TLV","TRN","Long Flight","21.86","30.72","on time"
"LY5","summer","September","Wednesday","ELY","TLV","LAX","Long Flight","24.03","30.72","on time"
"LY17","summer","September","Wednesday","ELY","TLV","MIA","Long Flight","26.55","30.72","on time"
"UA85","summer","September","Wednesday","UAL","TLV","EWR","Long Flight","30.72","18.83","on time"
"UA955","summer","September","Wednesday","UAL","TLV","SFO","Long Flight","18.66","30.72","on time"
"OS857","summer","September","Wednesday","AUA","VIE","TLV","Long Flight","24.12","30.72","on time"
"LY394","summer","September","Wednesday","ELY","BCN","TLV","Long Flight","27.85","30.72","on time"
"LY2372","summer","September","Wednesday","ELY","BER","TLV","Long Flight","23.16","30.72","on time"
"LY394","summer","September","Wednesday","ELY","BCN","TLV","Long Flight","27.85","30.72","on time"
"W62326","summer","September","Wednesday","WZZ","TLV","BUD","Long Flight","28.30","30.65","Delayed"
"LY25","summer","September","Wednesday","ELY","TLV","EWR","Long Flight","30.65","19.00","on time"
"LY2366","summer","September","Wednesday","ELY","BUD","TLV","Long Flight","26.64","30.72","on time"
"LY2372","summer","September","Wednesday","ELY","BER","TLV","Long Flight","23.16","30.72","on time"
"W65456","summer","September","Wednesday","WZZ","TLV","VCE","Long Flight","30.65","25.39","Delayed"
"LO156","summer","September","Wednesday","LOT","TLV","WAW","Long Flight","20.90","30.65","Delayed"
"FR6755","summer","September","Wednesday","RYR","TLV","BUD","Long Flight","28.30","30.65","Delayed"
"FR5901","summer","September","Wednesday","RYR","TLV","TRN","Long Flight","22.39","30.65","Delayed"
"LY5","summer","September","Wednesday","ELY","TLV","LAX","Long Flight","24.50","30.65","on time"
"UA85","summer","September","Wednesday","UAL","TLV","EWR","Long Flight","30.65","19.00","on time"
"UA955","summer","September","Wednesday","UAL","TLV","SFO","Long Flight","18.40","30.65","on time"
"LY973","summer","September","Wednesday","ELY","TLV","DXB","Long Flight","37.46","30.65","on time"
"FZ1210","summer","September","Wednesday","FDB","TLV","DXB","Long Flight","37.46","30.65","on time"
"WZ26","summer","September","Wednesday","RWZ","TLV","ZIA","Long Flight","30.65","26.47","on time"
"W61560","summer","September","Wednesday","WZZ","TLV","WAW","Long Flight","20.90","30.65","severely Delayed"
"FR7162","summer","September","Wednesday","RYR","TLV","VIE","Long Flight","26.00","30.65","severely Delayed"
"OS857","summer","September","Wednesday","AUA","VIE","TLV","Long Flight","26.00","30.65","on time"
"LY394","summer","September","Wednesday","ELY","BCN","TLV","Long Flight","28.23","30.65","on time"
"LH680","summer","September","Wednesday","DLH","MUC","TLV","Long Flight","24.63","30.65","Delayed"
"SN3289","summer","September","Wednesday","BEL","BRU","TLV","Long Flight","23.59","30.65","on time"
"LX252","summer","September","Wednesday","SWR","ZRH","TLV","Long Flight","30.65","25.09","Delayed"
"TK786","summer","September","Wednesday","THY","IST","TLV","Long Flight","24.73","30.65","on time"
"FR5525","summer","September","Wednesday","RYR","SKG","TLV","Long Flight","30.65","26.12","on time"
"LY396","summer","September","Wednesday","ELY","MAD","TLV","Long Flight","23.17","30.65","on time"
"LY348","summer","September","Wednesday","ELY","ZRH","TLV","Long Flight","30.65","25.09","Delayed"
"LY338","summer","September","Wednesday","ELY","AMS","TLV","Long Flight","22.80","30.65","on time"
"AI139","summer","September","Wednesday","AIC","DEL","TLV","Long Flight","35.05","30.65","on time"
"UA90","summer","September","Wednesday","UAL","EWR","TLV","Long Flight","30.65","19.00","on time"
"LY2372","summer","September","Wednesday","ELY","BER","TLV","Long Flight","24.12","30.65","on time"
"LY26","summer","September","Wednesday","ELY","EWR","TLV","Long Flight","30.65","19.00","on time"
"LH686","summer","September","Wednesday","DLH","FRA","TLV","Long Flight","26.15","30.65","on time"
"IZ162","summer","September","Wednesday","AIZ","LCA","TLV","Long Flight","30.65","31.95","Delayed"
"LY25","summer","September","Wednesday","ELY","TLV","EWR","Long Flight","30.65","19.00","on time"
"W62326","summer","September","Wednesday","WZZ","TLV","BUD","Long Flight","28.30","30.65","Delayed"
"W65456","summer","September","Wednesday","WZZ","TLV","VCE","Long Flight","30.65","25.39","Delayed"
"LO156","summer","September","Wednesday","LOT","TLV","WAW","Long Flight","20.90","30.65","Delayed"
"FR6755","summer","September","Wednesday","RYR","TLV","BUD","Long Flight","28.30","30.65","Delayed"
"FR5901","summer","September","Wednesday","RYR","TLV","TRN","Long Flight","22.39","30.65","Delayed"
"LY5","summer","September","Wednesday","ELY","TLV","LAX","Long Flight","24.50","30.65","on time"
"UA85","summer","September","Wednesday","UAL","TLV","EWR","Long Flight","30.65","19.00","on time"
"UA955","summer","September","Wednesday","UAL","TLV","SFO","Long Flight","18.40","30.65","on time"
"LY973","summer","September","Wednesday","ELY","TLV","DXB","Long Flight","37.46","30.65","on time"
"FZ1210","summer","September","Wednesday","FDB","TLV","DXB","Long Flight","37.46","30.65","on time"
"WZ26","summer","September","Wednesday","RWZ","TLV","ZIA","Long Flight","30.65","26.47","on time"
"W61560","summer","September","Wednesday","WZZ","TLV","WAW","Long Flight","20.90","30.65","severely Delayed"
"FR7162","summer","September","Wednesday","RYR","TLV","VIE","Long Flight","26.00","30.65","severely Delayed"
"OS857","summer","September","Wednesday","AUA","VIE","TLV","Long Flight","26.00","30.65","on time"
"LH686","summer","September","Wednesday","DLH","FRA","TLV","Long Flight","26.15","30.65","on time"
"LH680","summer","September","Wednesday","DLH","MUC","TLV","Long Flight","24.63","30.65","Delayed"
"SN3289","summer","September","Wednesday","BEL","BRU","TLV","Long Flight","23.59","30.65","on time"
"LX252","summer","September","Wednesday","SWR","ZRH","TLV","Long Flight","30.65","25.09","Delayed"
"TK786","summer","September","Wednesday","THY","IST","TLV","Long Flight","24.73","30.65","on time"
"FR5525","summer","September","Wednesday","RYR","SKG","TLV","Long Flight","30.65","26.12","on time"
"LY396","summer","September","Wednesday","ELY","MAD","TLV","Long Flight","23.17","30.65","on time"
"LY348","summer","September","Wednesday","ELY","ZRH","TLV","Long Flight","30.65","25.09","Delayed"
"LY338","summer","September","Wednesday","ELY","AMS","TLV","Long Flight","22.90","30.65","on time"
"AI139","summer","September","Wednesday","AIC","DEL","TLV","Long Flight","35.05","30.65","on time"
"UA90","summer","September","Wednesday","UAL","EWR","TLV","Long Flight","30.65","19.00","on time"
"LY394","summer","September","Wednesday","ELY","BCN","TLV","Long Flight","28.23","30.65","on time"
"LY2372","summer","September","Wednesday","ELY","BER","TLV","Long Flight","24.12","30.65","on time"
"IZ162","summer","September","Wednesday","AIZ","LCA","TLV","Long Flight","30.65","31.95","Delayed"
"LY25","summer","September","Wednesday","ELY","TLV","EWR","Long Flight","30.65","19.00","on time"
"W62326","summer","September","Wednesday","WZZ","TLV","BUD","Long Flight","28.30","30.65","Delayed"
"W65456","summer","September","Wednesday","WZZ","TLV","VCE","Long Flight","30.65","25.39","Delayed"
"LO156","summer","September","Wednesday","LOT","TLV","WAW","Long Flight","20.88","30.65","Delayed"
"FR6755","summer","September","Wednesday","RYR","TLV","BUD","Long Flight","28.30","30.65","Delayed"
"FR5901","summer","September","Wednesday","RYR","TLV","TRN","Long Flight","22.39","30.65","Delayed"
"LY5","summer","September","Wednesday","ELY","TLV","LAX","Long Flight","24.60","30.65","on time"
"UA85","summer","September","Wednesday","UAL","TLV","EWR","Long Flight","30.65","19.00","on time"
"UA955","summer","September","Wednesday","UAL","TLV","SFO","Long Flight","18.40","30.65","on time"
"LY973","summer","September","Wednesday","ELY","TLV","DXB","Long Flight","37.46","30.65","on time"
"FZ1210","summer","September","Wednesday","FDB","TLV","DXB","Long Flight","37.46","30.65","on time"
"WZ26","summer","September","Wednesday","RWZ","TLV","ZIA","Long Flight","30.65","26.47","on time"
"W61560","summer","September","Wednesday","WZZ","TLV","WAW","Long Flight","20.88","30.65","severely Delayed"
"TK795","summer","September","Wednesday","THY","TLV","IST","Long Flight","24.73","30.65","on time"
"FR7162","summer","September","Wednesday","RYR","TLV","VIE","Long Flight","26.00","30.65","severely Delayed"
"OS857","summer","September","Wednesday","AUA","VIE","TLV","Long Flight","26.00","30.65","on time"
"LH686","summer","September","Wednesday","DLH","FRA","TLV","Long Flight","26.15","30.65","on time"
"LH680","summer","September","Wednesday","DLH","MUC","TLV","Long Flight","24.63","30.65","Delayed"
"SN3289","summer","September","Wednesday","BEL","BRU","TLV","Long Flight","23.59","30.65","on time"
"LX252","summer","September","Wednesday","SWR","ZRH","TLV","Long Flight","30.65","25.09","Delayed"
"TK786","summer","September","Wednesday","THY","IST","TLV","Long Flight","24.73","30.65","on time"
"FR5525","summer","September","Wednesday","RYR","SKG","TLV","Long Flight","30.65","26.12","on time"
"LY396","summer","September","Wednesday","ELY","MAD","TLV","Long Flight","23.14","30.65","on time"
"LY348","summer","September","Wednesday","ELY","ZRH","TLV","Long Flight","30.65","25.09","Delayed"
"LY338","summer","September","Wednesday","ELY","AMS","TLV","Long Flight","22.90","30.65","on time"
"AI139","summer","September","Wednesday","AIC","DEL","TLV","Long Flight","35.05","30.65","on time"
"UA90","summer","September","Wednesday","UAL","EWR","TLV","Long Flight","30.65","19.00","on time"
"LY394","summer","September","Wednesday","ELY","BCN","TLV","Long Flight","28.33","30.65","on time"
"LY2372","summer","September","Wednesday","ELY","BER","TLV","Long Flight","24.12","30.65","on time"
"IZ162","summer","September","Wednesday","AIZ","LCA","TLV","Long Flight","30.65","31.95","Delayed"
"LO156","summer","September","Wednesday","LOT","TLV","WAW","Long Flight","20.80","30.65","Delayed"
"W65456","summer","September","Wednesday","WZZ","TLV","VCE","Long Flight","30.65","25.77","Delayed"
"FR6755","summer","September","Wednesday","RYR","TLV","BUD","Long Flight","28.58","30.65","Delayed"
"W62326","summer","September","Wednesday","WZZ","TLV","BUD","Long Flight","28.58","30.65","Delayed"
"FR5901","summer","September","Wednesday","RYR","TLV","TRN","Long Flight","23.05","30.65","Delayed"
"LY25","summer","September","Wednesday","ELY","TLV","EWR","Long Flight","30.65","19.06","on time"
"LY973","summer","September","Wednesday","ELY","TLV","DXB","Long Flight","37.46","30.65","on time"
"LY5","summer","September","Wednesday","ELY","TLV","LAX","Long Flight","24.28","30.65","on time"
"UA85","summer","September","Wednesday","UAL","TLV","EWR","Long Flight","30.65","19.06","on time"
"UA955","summer","September","Wednesday","UAL","TLV","SFO","Long Flight","18.26","30.65","on time"
"U27934","summer","September","Wednesday","EZY","TLV","AMS","Long Flight","23.05","30.65","on time"
"FZ1210","summer","September","Wednesday","FDB","TLV","DXB","Long Flight","37.46","30.65","on time"
"WZ26","summer","September","Wednesday","RWZ","TLV","ZIA","Long Flight","30.65","26.28","on time"
"W61560","summer","September","Wednesday","WZZ","TLV","WAW","Long Flight","20.80","30.65","severely Delayed"
"HV5800","summer","September","Wednesday","TRA","TLV","AMS","Long Flight","23.05","30.65","on time"
"TK795","summer","September","Wednesday","THY","TLV","IST","Long Flight","24.73","30.65","on time"
"BZ754","summer","September","Wednesday","BBG","TLV","HER","Long Flight","30.65","23.82","on time"
"FR7162","summer","September","Wednesday","RYR","TLV","VIE","Long Flight","26.55","30.65","severely Delayed"
"LY333","summer","September","Wednesday","ELY","TLV","BRU","Long Flight","23.79","30.65","on time"
"LY394","summer","September","Wednesday","ELY","BCN","TLV","Long Flight","28.48","30.65","on time"
"LY2372","summer","September","Wednesday","ELY","BER","TLV","Long Flight","24.39","30.65","on time"
"W65456","summer","September","Wednesday","WZZ","TLV","VCE","Long Flight","30.65","26.09","Delayed"
"FR6755","summer","September","Wednesday","RYR","TLV","BUD","Long Flight","29.39","30.65","Delayed"
"W62326","summer","September","Wednesday","WZZ","TLV","BUD","Long Flight","29.39","30.65","Delayed"
"FR5901","summer","September","Wednesday","RYR","TLV","TRN","Long Flight","22.95","30.65","Delayed"
"W61560","summer","September","Wednesday","WZZ","TLV","WAW","Long Flight","20.43","30.65","severely Delayed"
"FR7162","summer","September","Wednesday","RYR","TLV","VIE","Long Flight","26.89","30.65","severely Delayed"
"LO156","summer","September","Wednesday","LOT","TLV","WAW","Long Flight","20.43","30.65","Delayed"
"LY973","summer","September","Wednesday","ELY","TLV","DXB","Long Flight","37.00","30.65","on time"
"LY5","summer","September","Wednesday","ELY","TLV","LAX","Long Flight","25.17","30.65","on time"
"UA85","summer","September","Wednesday","UAL","TLV","EWR","Long Flight","30.65","19.06","on time"
"U27934","summer","September","Wednesday","EZY","TLV","AMS","Long Flight","23.06","30.65","Delayed"
"LY25","summer","September","Wednesday","ELY","TLV","EWR","Long Flight","30.65","19.06","on time"
"FZ1210","summer","September","Wednesday","FDB","TLV","DXB","Long Flight","37.00","30.65","on time"
"WZ26","summer","September","Wednesday","RWZ","TLV","ZIA","Long Flight","30.65","26.40","on time"
"HV5800","summer","September","Wednesday","TRA","TLV","AMS","Long Flight","23.06","30.65","on time"
"LY333","summer","September","Wednesday","ELY","TLV","BRU","Long Flight","24.05","30.65","Delayed"
"W61560","summer","September","Wednesday","WZZ","TLV","WAW","Long Flight","20.43","30.65","severely Delayed"
"LY2372","summer","September","Wednesday","ELY","BER","TLV","Long Flight","24.44","30.65","on time"
"UA85","summer","September","Wednesday","UAL","TLV","EWR","Long Flight","30.65","19.06","on time"
"EY599","summer","September","Wednesday","ETD","TLV","AUH","Long Flight","37.23","30.65","on time"
"LX252","summer","September","Wednesday","SWR","ZRH","TLV","Long Flight","30.65","25.81","Delayed"
"LY394","summer","September","Wednesday","ELY","BCN","TLV","Long Flight","28.66","30.65","on time"
"W65456","summer","September","Wednesday","WZZ","TLV","VCE","Long Flight","30.65","26.09","Delayed"
"LH680","summer","September","Wednesday","DLH","MUC","TLV","Long Flight","25.86","30.65","Delayed"
"LX252","summer","September","Wednesday","SWR","ZRH","TLV","Long Flight","30.65","25.81","Delayed"
"OS857","summer","September","Wednesday","AUA","VIE","TLV","Long Flight","26.89","30.65","on time"
"UA955","summer","September","Wednesday","UAL","TLV","SFO","Long Flight","18.17","30.65","on time"
"UA90","summer","September","Wednesday","UAL","EWR","TLV","Long Flight","30.65","19.06","on time"
"U27934","summer","September","Wednesday","EZY","TLV","AMS","Long Flight","23.06","30.65","Delayed"
"FR7162","summer","September","Wednesday","RYR","TLV","VIE","Long Flight","27.03","30.65","severely Delayed"
"LY25","summer","September","Wednesday","ELY","TLV","EWR","Long Flight","30.65","19.06","on time"
"LY973","summer","September","Wednesday","ELY","TLV","DXB","Long Flight","37.00","30.65","on time"
"FZ1210","summer","September","Wednesday","FDB","TLV","DXB","Long Flight","37.00","30.65","on time"
"TK795","summer","September","Wednesday","THY","TLV","IST","Long Flight","24.73","30.65","on time"
"UA955","summer","September","Wednesday","UAL","TLV","SFO","Long Flight","18.17","30.65","on time"
"EY599","summer","September","Wednesday","ETD","TLV","AUH","Long Flight","37.23","30.65","on time"
"FR5901","summer","September","Wednesday","RYR","TLV","TRN","Long Flight","22.95","30.65","Delayed"
"SN3289","summer","September","Wednesday","BEL","BRU","TLV","Long Flight","24.05","30.65","on time"
"FR2210","summer","September","Wednesday","RYR","TSF","TLV","Long Flight","30.65","27.00","on time"
"HV5800","summer","September","Wednesday","TRA","TLV","AMS","Long Flight","23.06","30.65","on time"
"HV5800","summer","September","Wednesday","TRA","TLV","AMS","Long Flight","23.06","30.65","on time"
"WZ26","summer","September","Wednesday","RWZ","TLV","ZIA","Long Flight","30.65","26.40","on time"
"LO156","summer","September","Wednesday","LOT","TLV","WAW","Long Flight","20.43","30.65","Delayed"
"FR6755","summer","September","Wednesday","RYR","TLV","BUD","Long Flight","29.39","30.65","Delayed"
"LH694","summer","September","Wednesday","DLH","FRA","TLV","Long Flight","26.54","30.65","on time"
"LH694","summer","September","Wednesday","DLH","FRA","TLV","Long Flight","26.54","30.65","on time"
"EK931","summer","September","Wednesday","UAE","DXB","TLV","Long Flight","37.00","30.65","on time"
"LY348","summer","September","Wednesday","ELY","ZRH","TLV","Long Flight","30.65","25.81","Delayed"
"FR7162","summer","September","Wednesday","RYR","TLV","VIE","Long Flight","26.89","30.65","severely Delayed"
"U27934","summer","September","Wednesday","EZY","TLV","AMS","Long Flight","23.06","30.65","Delayed"
"FR5525","summer","September","Wednesday","RYR","SKG","TLV","Long Flight","30.65","26.73","Delayed"
"LY5","summer","September","Wednesday","ELY","TLV","LAX","Long Flight","25.26","30.65","on time"
"LY973","summer","September","Wednesday","ELY","TLV","DXB","Long Flight","37.00","30.65","on time"
"LY2372","summer","September","Wednesday","ELY","BER","TLV","Long Flight","24.44","30.65","on time"
"LH686","summer","September","Wednesday","DLH","FRA","TLV","Long Flight","26.54","30.65","on time"
"TK786","summer","September","Wednesday","THY","IST","TLV","Long Flight","24.73","30.65","on time"
"FR6755","summer","September","Wednesday","RYR","TLV","BUD","Long Flight","29.39","30.65","Delayed"
"LY25","summer","September","Wednesday","ELY","TLV","EWR","Long Flight","30.65","19.06","on time"
"TK795","summer","September","Wednesday","THY","TLV","IST","Long Flight","24.73","30.65","on time"
"FR5901","summer","September","Wednesday","RYR","TLV","TRN","Long Flight","22.95","30.65","Delayed"
"BZ754","summer","September","Wednesday","BBG","TLV","HER","Long Flight","30.65","23.83","on time"
"LY396","summer","September","Wednesday","ELY","MAD","TLV","Long Flight","23.24","30.65","on time"
"LY333","summer","September","Wednesday","ELY","TLV","BRU","Long Flight","24.05","30.65","Delayed"
"WZ26","summer","September","Wednesday","RWZ","TLV","ZIA","Long Flight","30.65","26.40","on time"
"W62326","summer","September","Wednesday","WZZ","TLV","BUD","Long Flight","29.39","30.65","Delayed"
"W61560","summer","September","Wednesday","WZZ","TLV","WAW","Long Flight","20.43","30.65","severely Delayed"
"BZ754","summer","September","Wednesday","BBG","TLV","HER","Long Flight","30.65","23.83","on time"
"W65456","summer","September","Wednesday","WZZ","TLV","VCE","Long Flight","30.65","26.09","Delayed"
"LH680","summer","September","Wednesday","DLH","MUC","TLV","Long Flight","25.86","30.65","Delayed"
"FZ1210","summer","September","Wednesday","FDB","TLV","DXB","Long Flight","37.00","30.65","on time"
"LY5","summer","September","Wednesday","ELY","TLV","LAX","Long Flight","25.26","30.65","on time"
"LY338","summer","September","Wednesday","ELY","AMS","TLV","Long Flight","23.06","30.65","on time"
"LO156","summer","September","Wednesday","LOT","TLV","WAW","Long Flight","20.43","30.65","Delayed"
"UA85","summer","September","Wednesday","UAL","TLV","EWR","Long Flight","30.65","19.06","on time"
"AI139","summer","September","Wednesday","AIC","DEL","TLV","Long Flight","35.05","30.65","on time"
"FR2210","summer","September","Wednesday","RYR","TSF","TLV","Long Flight","30.65","27.00","on time"
"LY396","summer","September","Wednesday","ELY","MAD","TLV","Long Flight","23.67","30.65","on time"
"FR5525","summer","September","Wednesday","RYR","SKG","TLV","Long Flight","30.65","26.73","Delayed"
"UA954","summer","September","Wednesday","UAL","SFO","TLV","Long Flight","18.17","30.65","on time"
"AI139","summer","September","Wednesday","AIC","DEL","TLV","Long Flight","35.05","30.65","on time"
"LY338","summer","September","Wednesday","ELY","AMS","TLV","Long Flight","23.06","30.65","on time"
"LY348","summer","September","Wednesday","ELY","ZRH","TLV","Long Flight","30.65","25.81","Delayed"
"UA90","summer","September","Wednesday","UAL","EWR","TLV","Long Flight","30.65","19.06","on time"
"UA954","summer","September","Wednesday","UAL","SFO","TLV","Long Flight","18.17","30.65","on time"
"OS857","summer","September","Wednesday","AUA","VIE","TLV","Long Flight","27.03","30.65","on time"
"LY394","summer","September","Wednesday","ELY","BCN","TLV","Long Flight","28.74","30.65","on time"
"SN3289","summer","September","Wednesday","BEL","BRU","TLV","Long Flight","24.05","30.65","on time"
"TK786","summer","September","Wednesday","THY","IST","TLV","Long Flight","24.73","30.65","on time"
"EK931","summer","September","Wednesday","UAE","DXB","TLV","Long Flight","37.00","30.65","on time"
"LO156","summer","September","Thursday","LOT","TLV","WAW","Long Flight","21.56","31.32","on time"
"LO156","summer","September","Thursday","LOT","TLV","WAW","Long Flight","21.56","31.32","on time"
"W67900","summer","September","Thursday","WZZ","TLV","DEB","Long Flight","31.32","28.87","on time"
"LY543","summer","September","Thursday","ELY","TLV","ATH","Long Flight","29.67","31.32","on time"
"U81322","summer","September","Thursday","CYF","TLV","DUS","Long Flight","20.75","31.32","on time"
"UA85","summer","September","Thursday","UAL","TLV","EWR","Long Flight","31.32","17.96","on time"
"U81322","summer","September","Thursday","CYF","TLV","DUS","Long Flight","20.75","31.32","on time"
"W67900","summer","September","Thursday","WZZ","TLV","DEB","Long Flight","31.32","28.87","on time"
"UA955","summer","September","Thursday","UAL","TLV","SFO","Long Flight","18.14","31.32","on time"
"LY973","summer","September","Thursday","ELY","TLV","DXB","Long Flight","37.00","31.32","on time"
"LY5","summer","September","Thursday","ELY","TLV","LAX","Long Flight","25.60","31.32","on time"
"UA955","summer","September","Thursday","UAL","TLV","SFO","Long Flight","18.14","31.32","on time"
"UA85","summer","September","Thursday","UAL","TLV","EWR","Long Flight","31.32","17.96","on time"
"LY5","summer","September","Thursday","ELY","TLV","LAX","Long Flight","25.60","31.32","on time"
"LY973","summer","September","Thursday","ELY","TLV","DXB","Long Flight","37.00","31.32","on time"
"LY543","summer","September","Thursday","ELY","TLV","ATH","Long Flight","29.95","31.32","on time"
"A3459","summer","September","Thursday","AEE","TLV","HER","Long Flight","31.32","26.05","severely Delayed"
"W64606","summer","September","Thursday","WZZ","TLV","LCA","Long Flight","31.32","31.60","on time"
"U21526","summer","September","Thursday","EZY","TLV","GVA","Long Flight","31.32","14.36","on time"
"EY599","summer","September","Thursday","ETD","TLV","AUH","Long Flight","38.29","31.32","Delayed"
"FZ1210","summer","September","Thursday","FDB","TLV","DXB","Long Flight","37.00","31.32","on time"
"HY302","summer","September","Thursday","UZB","TLV","TAS","Long Flight","34.70","31.32","on time"
"LH686","summer","September","Thursday","DLH","FRA","TLV","Long Flight","20.87","31.32","on time"
"LH680","summer","September","Thursday","DLH","MUC","TLV","Long Flight","18.10","31.32","Delayed"
"OS861","summer","September","Thursday","AUA","VIE","TLV","Long Flight","25.68","31.32","on time"
"W64217","summer","September","Thursday","WZZ","BOJ","TLV","Long Flight","31.32","25.06","on time"
